area,bbox,category_id,ignore,image_id,iscrowd,segmentation,file_name,width,height
269100.0,"[78, 609, 650, 414]",1,0,24,0,"[[78, 609, 78, 1023, 728, 1023, 728, 609]]",cTDaR_t10023.jpg,794.0,1123.0
401864.0,"[34, 119, 1052, 382]",1,0,25,0,"[[34, 119, 34, 501, 1086, 501, 1086, 119]]",cTDaR_t10024.jpg,1123.0,794.0
106216.0,"[112, 127, 568, 187]",1,0,26,0,"[[112, 127, 112, 314, 680, 314, 680, 127]]",cTDaR_t10025.jpg,794.0,1059.0
113032.0,"[112, 434, 568, 199]",1,0,26,0,"[[112, 434, 112, 633, 680, 633, 680, 434]]",cTDaR_t10025.jpg,794.0,1059.0
144840.0,"[112, 698, 568, 255]",1,0,26,0,"[[112, 698, 112, 953, 680, 953, 680, 698]]",cTDaR_t10025.jpg,794.0,1059.0
334910.0,"[92, 482, 626, 535]",1,0,27,0,"[[92, 482, 92, 1017, 718, 1017, 718, 482]]",cTDaR_t10026.jpg,794.0,1078.0
600624.0,"[63, 71, 688, 873]",1,0,28,0,"[[63, 71, 63, 944, 751, 944, 751, 71]]",cTDaR_t10027.jpg,816.0,1056.0
167608.0,"[109, 474, 574, 292]",1,0,29,0,"[[109, 474, 109, 766, 683, 766, 683, 474]]",cTDaR_t10028.jpg,794.0,1123.0
178144.0,"[91, 199, 608, 293]",1,0,30,0,"[[91, 199, 91, 492, 699, 492, 699, 199]]",cTDaR_t10029.jpg,792.0,1032.0
196707.0,"[90, 559, 609, 323]",1,0,30,0,"[[90, 559, 90, 882, 699, 882, 699, 559]]",cTDaR_t10029.jpg,792.0,1032.0
63140.0,"[109, 82, 574, 110]",1,0,31,0,"[[109, 82, 109, 192, 683, 192, 683, 82]]",cTDaR_t10030.jpg,794.0,1123.0
432222.0,"[109, 261, 574, 753]",1,0,31,0,"[[109, 261, 109, 1014, 683, 1014, 683, 261]]",cTDaR_t10030.jpg,794.0,1123.0
119067.0,"[102, 768, 559, 213]",1,0,32,0,"[[102, 768, 102, 981, 661, 981, 661, 768]]",cTDaR_t10031.jpg,816.0,1056.0
210896.0,"[144, 147, 538, 392]",1,0,33,0,"[[144, 147, 144, 539, 682, 539, 682, 147]]",cTDaR_t10032.jpg,794.0,1059.0
108272.0,"[144, 770, 536, 202]",1,0,33,0,"[[144, 770, 144, 972, 680, 972, 680, 770]]",cTDaR_t10032.jpg,794.0,1059.0
120132.0,"[154, 363, 564, 213]",1,0,34,0,"[[154, 363, 154, 576, 718, 576, 718, 363]]",cTDaR_t10033.jpg,794.0,1078.0
131328.0,"[91, 172, 608, 216]",1,0,35,0,"[[91, 172, 91, 388, 699, 388, 699, 172]]",cTDaR_t10034.jpg,792.0,1032.0
151392.0,"[91, 510, 608, 249]",1,0,35,0,"[[91, 510, 91, 759, 699, 759, 699, 510]]",cTDaR_t10034.jpg,792.0,1032.0
139476.0,"[108, 265, 591, 236]",1,0,36,0,"[[108, 265, 108, 501, 699, 501, 699, 265]]",cTDaR_t10035.jpg,794.0,1078.0
74235.0,"[43, 592, 707, 105]",1,0,37,0,"[[43, 592, 43, 697, 750, 697, 750, 592]]",cTDaR_t10036.jpg,794.0,1123.0
84133.0,"[43, 757, 707, 119]",1,0,37,0,"[[43, 757, 43, 876, 750, 876, 750, 757]]",cTDaR_t10036.jpg,794.0,1123.0
251372.0,"[121, 283, 788, 319]",1,0,38,0,"[[121, 283, 121, 602, 909, 602, 909, 283]]",cTDaR_t10037.jpg,1031.0,1459.0
184824.0,"[67, 493, 604, 306]",1,0,39,0,"[[67, 493, 67, 799, 671, 799, 671, 493]]",cTDaR_t10038.jpg,794.0,1123.0
532460.0,"[70, 163, 674, 790]",1,0,40,0,"[[70, 163, 70, 953, 744, 953, 744, 163]]",cTDaR_t10039.jpg,816.0,1056.0
411432.0,"[24, 280, 744, 553]",1,0,41,0,"[[24, 280, 24, 833, 768, 833, 768, 280]]",cTDaR_t10040.jpg,794.0,1123.0
586360.0,"[51, 114, 685, 856]",1,0,42,0,"[[51, 114, 51, 970, 736, 970, 736, 114]]",cTDaR_t10041.jpg,797.0,1124.0
188139.0,"[78, 504, 651, 289]",1,0,43,0,"[[78, 504, 78, 793, 729, 793, 729, 504]]",cTDaR_t10042.jpg,794.0,1123.0
44032.0,"[63, 247, 688, 64]",1,0,44,0,"[[63, 247, 63, 311, 751, 311, 751, 247]]",cTDaR_t10043.jpg,816.0,1056.0
57104.0,"[63, 433, 688, 83]",1,0,44,0,"[[63, 433, 63, 516, 751, 516, 751, 433]]",cTDaR_t10043.jpg,816.0,1056.0
121776.0,"[63, 689, 688, 177]",1,0,44,0,"[[63, 689, 63, 866, 751, 866, 751, 689]]",cTDaR_t10043.jpg,816.0,1056.0
90249.0,"[304, 970, 449, 201]",1,0,45,0,"[[304, 970, 304, 1171, 753, 1171, 753, 970]]",cTDaR_t10044.jpg,1061.0,1373.0
119848.0,"[112, 301, 568, 211]",1,0,46,0,"[[112, 301, 112, 512, 680, 512, 680, 301]]",cTDaR_t10045.jpg,794.0,1059.0
51600.0,"[63, 92, 688, 75]",1,0,47,0,"[[63, 92, 63, 167, 751, 167, 751, 92]]",cTDaR_t10046.jpg,816.0,1056.0
51600.0,"[63, 232, 688, 75]",1,0,47,0,"[[63, 232, 63, 307, 751, 307, 751, 232]]",cTDaR_t10046.jpg,816.0,1056.0
68112.0,"[63, 613, 688, 99]",1,0,47,0,"[[63, 613, 63, 712, 751, 712, 751, 613]]",cTDaR_t10046.jpg,816.0,1056.0
64672.0,"[63, 732, 688, 94]",1,0,47,0,"[[63, 732, 63, 826, 751, 826, 751, 732]]",cTDaR_t10046.jpg,816.0,1056.0
254910.0,"[86, 215, 879, 290]",1,0,48,0,"[[86, 215, 86, 505, 965, 505, 965, 215]]",cTDaR_t10047.jpg,1054.0,816.0
254782.0,"[73, 357, 626, 407]",1,0,49,0,"[[73, 357, 73, 764, 699, 764, 699, 357]]",cTDaR_t10048.jpg,794.0,1078.0
38822.0,"[534, 457, 413, 94]",1,0,50,0,"[[534, 457, 534, 551, 947, 551, 947, 457]]",cTDaR_t10049.jpg,1061.0,1373.0
330818.0,"[45, 112, 502, 659]",1,0,51,0,"[[45, 112, 45, 771, 547, 771, 547, 112]]",cTDaR_t10050.jpg,1123.0,794.0
167424.0,"[560, 112, 512, 327]",1,0,51,0,"[[560, 112, 560, 439, 1072, 439, 1072, 112]]",cTDaR_t10050.jpg,1123.0,794.0
122880.0,"[560, 472, 512, 240]",1,0,51,0,"[[560, 472, 560, 712, 1072, 712, 1072, 472]]",cTDaR_t10050.jpg,1123.0,794.0
204344.0,"[109, 95, 574, 356]",1,0,52,0,"[[109, 95, 109, 451, 683, 451, 683, 95]]",cTDaR_t10051.jpg,794.0,1123.0
269780.0,"[109, 521, 574, 470]",1,0,52,0,"[[109, 521, 109, 991, 683, 991, 683, 521]]",cTDaR_t10051.jpg,794.0,1123.0
98264.0,"[112, 403, 568, 173]",1,0,53,0,"[[112, 403, 112, 576, 680, 576, 680, 403]]",cTDaR_t10052.jpg,794.0,1059.0
485120.0,"[17, 311, 758, 640]",1,0,54,0,"[[17, 311, 17, 951, 775, 951, 775, 311]]",cTDaR_t10053.jpg,794.0,1123.0
90896.0,"[318, 496, 494, 184]",1,0,55,0,"[[318, 496, 318, 680, 812, 680, 812, 496]]",cTDaR_t10054.jpg,1031.0,1459.0
417480.0,"[112, 133, 568, 735]",1,0,56,0,"[[112, 133, 112, 868, 680, 868, 680, 133]]",cTDaR_t10055.jpg,794.0,1059.0
153670.0,"[111, 100, 605, 254]",1,0,57,0,"[[111, 100, 111, 354, 716, 354, 716, 100]]",cTDaR_t10056.jpg,794.0,1123.0
46585.0,"[111, 618, 605, 77]",1,0,57,0,"[[111, 618, 111, 695, 716, 695, 716, 618]]",cTDaR_t10056.jpg,794.0,1123.0
191180.0,"[111, 710, 605, 316]",1,0,57,0,"[[111, 710, 111, 1026, 716, 1026, 716, 710]]",cTDaR_t10056.jpg,794.0,1123.0
103888.0,"[63, 218, 688, 151]",1,0,58,0,"[[63, 218, 63, 369, 751, 369, 751, 218]]",cTDaR_t10057.jpg,816.0,1056.0
109392.0,"[63, 386, 688, 159]",1,0,58,0,"[[63, 386, 63, 545, 751, 545, 751, 386]]",cTDaR_t10057.jpg,816.0,1056.0
86450.0,"[299, 180, 455, 190]",1,0,59,0,"[[299, 180, 299, 370, 754, 370, 754, 180]]",cTDaR_t10058.jpg,1031.0,1459.0
420021.0,"[53, 178, 1017, 413]",1,0,60,0,"[[53, 178, 53, 591, 1070, 591, 1070, 178]]",cTDaR_t10059.jpg,1123.0,794.0
36963.0,"[60, 112, 333, 111]",1,0,61,0,"[[60, 112, 60, 223, 393, 223, 393, 112]]",cTDaR_t10060.jpg,797.0,1124.0
162545.0,"[290, 206, 551, 295]",1,0,62,0,"[[290, 206, 290, 501, 841, 501, 841, 206]]",cTDaR_t10061.jpg,1031.0,1459.0
142545.0,"[243, 1080, 645, 221]",1,0,62,0,"[[243, 1080, 243, 1301, 888, 1301, 888, 1080]]",cTDaR_t10061.jpg,1031.0,1459.0
414540.0,"[112, 100, 470, 882]",1,0,63,0,"[[112, 100, 112, 982, 582, 982, 582, 100]]",cTDaR_t10062.jpg,794.0,1059.0
136503.0,"[227, 746, 523, 261]",1,0,64,0,"[[227, 746, 227, 1007, 750, 1007, 750, 746]]",cTDaR_t10063.jpg,816.0,1056.0
177276.0,"[104, 95, 474, 374]",1,0,65,0,"[[104, 95, 104, 469, 578, 469, 578, 95]]",cTDaR_t10064.jpg,816.0,1056.0
37128.0,"[102, 95, 312, 119]",1,0,66,0,"[[102, 95, 102, 214, 414, 214, 414, 95]]",cTDaR_t10065.jpg,816.0,1056.0
91848.0,"[102, 255, 534, 172]",1,0,66,0,"[[102, 255, 102, 427, 636, 427, 636, 255]]",cTDaR_t10065.jpg,816.0,1056.0
206400.0,"[63, 707, 688, 300]",1,0,67,0,"[[63, 707, 63, 1007, 751, 1007, 751, 707]]",cTDaR_t10066.jpg,816.0,1056.0
64526.0,"[509, 144, 419, 154]",1,0,68,0,"[[509, 144, 509, 298, 928, 298, 928, 144]]",cTDaR_t10067.jpg,983.0,1342.0
27540.0,"[557, 1192, 324, 85]",1,0,68,0,"[[557, 1192, 557, 1277, 881, 1277, 881, 1192]]",cTDaR_t10067.jpg,983.0,1342.0
171804.0,"[91, 134, 618, 278]",1,0,69,0,"[[91, 134, 91, 412, 709, 412, 709, 134]]",cTDaR_t10068.jpg,792.0,1032.0
54900.0,"[92, 494, 610, 90]",1,0,69,0,"[[92, 494, 92, 584, 702, 584, 702, 494]]",cTDaR_t10068.jpg,792.0,1032.0
74784.0,"[91, 282, 608, 123]",1,0,70,0,"[[91, 282, 91, 405, 699, 405, 699, 282]]",cTDaR_t10069.jpg,792.0,1032.0
82008.0,"[91, 500, 612, 134]",1,0,70,0,"[[91, 500, 91, 634, 703, 634, 703, 500]]",cTDaR_t10069.jpg,792.0,1032.0
82008.0,"[91, 650, 612, 134]",1,0,70,0,"[[91, 650, 91, 784, 703, 784, 703, 650]]",cTDaR_t10069.jpg,792.0,1032.0
88040.0,"[112, 127, 568, 155]",1,0,71,0,"[[112, 127, 112, 282, 680, 282, 680, 127]]",cTDaR_t10070.jpg,794.0,1059.0
88040.0,"[112, 499, 568, 155]",1,0,71,0,"[[112, 499, 112, 654, 680, 654, 680, 499]]",cTDaR_t10070.jpg,794.0,1059.0
96560.0,"[112, 802, 568, 170]",1,0,71,0,"[[112, 802, 112, 972, 680, 972, 680, 802]]",cTDaR_t10070.jpg,794.0,1059.0
582736.0,"[63, 160, 688, 847]",1,0,72,0,"[[63, 160, 63, 1007, 751, 1007, 751, 160]]",cTDaR_t10071.jpg,816.0,1056.0
72216.0,"[91, 371, 612, 118]",1,0,73,0,"[[91, 371, 91, 489, 703, 489, 703, 371]]",cTDaR_t10072.jpg,792.0,1032.0
107008.0,"[91, 576, 608, 176]",1,0,73,0,"[[91, 576, 91, 752, 699, 752, 699, 576]]",cTDaR_t10072.jpg,792.0,1032.0
254457.0,"[107, 154, 577, 441]",1,0,74,0,"[[107, 154, 107, 595, 684, 595, 684, 154]]",cTDaR_t10073.jpg,794.0,1123.0
103462.0,"[106, 660, 578, 179]",1,0,74,0,"[[106, 660, 106, 839, 684, 839, 684, 660]]",cTDaR_t10073.jpg,794.0,1123.0
404096.0,"[109, 319, 574, 704]",1,0,75,0,"[[109, 319, 109, 1023, 683, 1023, 683, 319]]",cTDaR_t10074.jpg,794.0,1123.0
121568.0,"[63, 775, 524, 232]",1,0,76,0,"[[63, 775, 63, 1007, 587, 1007, 587, 775]]",cTDaR_t10075.jpg,816.0,1056.0
367160.0,"[52, 201, 685, 536]",1,0,77,0,"[[52, 201, 52, 737, 737, 737, 737, 201]]",cTDaR_t10076.jpg,797.0,1124.0
106020.0,"[52, 582, 684, 155]",1,0,78,0,"[[52, 582, 52, 737, 736, 737, 736, 582]]",cTDaR_t10077.jpg,797.0,1124.0
89050.0,"[52, 112, 685, 130]",1,0,79,0,"[[52, 112, 52, 242, 737, 242, 737, 112]]",cTDaR_t10078.jpg,797.0,1124.0
108016.0,"[63, 154, 688, 157]",1,0,80,0,"[[63, 154, 63, 311, 751, 311, 751, 154]]",cTDaR_t10079.jpg,816.0,1056.0
96320.0,"[63, 556, 688, 140]",1,0,80,0,"[[63, 556, 63, 696, 751, 696, 751, 556]]",cTDaR_t10079.jpg,816.0,1056.0
88160.0,"[91, 557, 608, 145]",1,0,81,0,"[[91, 557, 91, 702, 699, 702, 699, 557]]",cTDaR_t10080.jpg,792.0,1032.0
482868.0,"[34, 119, 1052, 459]",1,0,82,0,"[[34, 119, 34, 578, 1086, 578, 1086, 119]]",cTDaR_t10081.jpg,1123.0,794.0
111488.0,"[144, 362, 536, 208]",1,0,83,0,"[[144, 362, 144, 570, 680, 570, 680, 362]]",cTDaR_t10082.jpg,794.0,1059.0
122092.0,"[63, 172, 524, 233]",1,0,84,0,"[[63, 172, 63, 405, 587, 405, 587, 172]]",cTDaR_t10083.jpg,816.0,1056.0
197824.0,"[115, 95, 562, 352]",1,0,85,0,"[[115, 95, 115, 447, 677, 447, 677, 95]]",cTDaR_t10084.jpg,794.0,1123.0
94136.0,"[109, 516, 574, 164]",1,0,85,0,"[[109, 516, 109, 680, 683, 680, 683, 516]]",cTDaR_t10084.jpg,794.0,1123.0
183862.0,"[112, 503, 571, 322]",1,0,86,0,"[[112, 503, 112, 825, 683, 825, 683, 503]]",cTDaR_t10085.jpg,794.0,1059.0
367059.0,"[128, 93, 539, 681]",1,0,87,0,"[[128, 93, 128, 774, 667, 774, 667, 93]]",cTDaR_t10086.jpg,794.0,1059.0
104805.0,"[52, 441, 685, 153]",1,0,88,0,"[[52, 441, 52, 594, 737, 594, 737, 441]]",cTDaR_t10087.jpg,797.0,1124.0
110285.0,"[52, 666, 685, 161]",1,0,88,0,"[[52, 666, 52, 827, 737, 827, 737, 666]]",cTDaR_t10087.jpg,797.0,1124.0
114395.0,"[52, 859, 685, 167]",1,0,88,0,"[[52, 859, 52, 1026, 737, 1026, 737, 859]]",cTDaR_t10087.jpg,797.0,1124.0
134408.0,"[79, 93, 634, 212]",1,0,89,0,"[[79, 93, 79, 305, 713, 305, 713, 93]]",cTDaR_t10088.jpg,794.0,1123.0
137616.0,"[78, 336, 488, 282]",1,0,90,0,"[[78, 336, 78, 618, 566, 618, 566, 336]]",cTDaR_t10089.jpg,794.0,1123.0
88440.0,"[309, 823, 440, 201]",1,0,91,0,"[[309, 823, 309, 1024, 749, 1024, 749, 823]]",cTDaR_t10090.jpg,1061.0,1373.0
72896.0,"[144, 166, 536, 136]",1,0,92,0,"[[144, 166, 144, 302, 680, 302, 680, 166]]",cTDaR_t10091.jpg,794.0,1059.0
88032.0,"[227, 298, 524, 168]",1,0,93,0,"[[227, 298, 227, 466, 751, 466, 751, 298]]",cTDaR_t10092.jpg,816.0,1056.0
97696.0,"[112, 127, 568, 172]",1,0,94,0,"[[112, 127, 112, 299, 680, 299, 680, 127]]",cTDaR_t10093.jpg,794.0,1059.0
145408.0,"[112, 421, 568, 256]",1,0,94,0,"[[112, 421, 112, 677, 680, 677, 680, 421]]",cTDaR_t10093.jpg,794.0,1059.0
161593.0,"[112, 291, 571, 283]",1,0,95,0,"[[112, 291, 112, 574, 683, 574, 683, 291]]",cTDaR_t10094.jpg,794.0,1059.0
125620.0,"[112, 639, 571, 220]",1,0,95,0,"[[112, 639, 112, 859, 683, 859, 683, 639]]",cTDaR_t10094.jpg,794.0,1059.0
554280.0,"[90, 93, 596, 930]",1,0,96,0,"[[90, 93, 90, 1023, 686, 1023, 686, 93]]",cTDaR_t10095.jpg,794.0,1123.0
370904.0,"[112, 170, 568, 653]",1,0,97,0,"[[112, 170, 112, 823, 680, 823, 680, 170]]",cTDaR_t10096.jpg,794.0,1059.0
109585.0,"[43, 154, 707, 155]",1,0,98,0,"[[43, 154, 43, 309, 750, 309, 750, 154]]",cTDaR_t10097.jpg,794.0,1123.0
38178.0,"[43, 478, 707, 54]",1,0,98,0,"[[43, 478, 43, 532, 750, 532, 750, 478]]",cTDaR_t10097.jpg,794.0,1123.0
66458.0,"[43, 630, 707, 94]",1,0,98,0,"[[43, 630, 43, 724, 750, 724, 750, 630]]",cTDaR_t10097.jpg,794.0,1123.0
225533.0,"[43, 167, 707, 319]",1,0,99,0,"[[43, 167, 43, 486, 750, 486, 750, 167]]",cTDaR_t10098.jpg,794.0,1123.0
86904.0,"[112, 123, 568, 153]",1,0,100,0,"[[112, 123, 112, 276, 680, 276, 680, 123]]",cTDaR_t10099.jpg,794.0,1059.0
132344.0,"[112, 741, 568, 233]",1,0,100,0,"[[112, 741, 112, 974, 680, 974, 680, 741]]",cTDaR_t10099.jpg,794.0,1059.0
78848.0,"[276, 240, 448, 176]",1,0,101,0,"[[276, 240, 276, 416, 724, 416, 724, 240]]",cTDaR_t10100.jpg,794.0,1123.0
138334.0,"[109, 95, 574, 241]",1,0,102,0,"[[109, 95, 109, 336, 683, 336, 683, 95]]",cTDaR_t10101.jpg,794.0,1123.0
126280.0,"[109, 701, 574, 220]",1,0,102,0,"[[109, 701, 109, 921, 683, 921, 683, 701]]",cTDaR_t10101.jpg,794.0,1123.0
227304.0,"[109, 95, 574, 396]",1,0,103,0,"[[109, 95, 109, 491, 683, 491, 683, 95]]",cTDaR_t10102.jpg,794.0,1123.0
285500.0,"[112, 145, 571, 500]",1,0,104,0,"[[112, 145, 112, 645, 683, 645, 683, 145]]",cTDaR_t10103.jpg,794.0,1059.0
97128.0,"[112, 710, 568, 171]",1,0,104,0,"[[112, 710, 112, 881, 680, 881, 680, 710]]",cTDaR_t10103.jpg,794.0,1059.0
61920.0,"[63, 383, 688, 90]",1,0,105,0,"[[63, 383, 63, 473, 751, 473, 751, 383]]",cTDaR_t10104.jpg,816.0,1056.0
55040.0,"[63, 491, 688, 80]",1,0,105,0,"[[63, 491, 63, 571, 751, 571, 751, 491]]",cTDaR_t10104.jpg,816.0,1056.0
101824.0,"[63, 615, 688, 148]",1,0,105,0,"[[63, 615, 63, 763, 751, 763, 751, 615]]",cTDaR_t10104.jpg,816.0,1056.0
98384.0,"[63, 781, 688, 143]",1,0,105,0,"[[63, 781, 63, 924, 751, 924, 751, 781]]",cTDaR_t10104.jpg,816.0,1056.0
48929.0,"[268, 97, 433, 113]",1,0,106,0,"[[268, 97, 268, 210, 701, 210, 701, 97]]",cTDaR_t10105.jpg,1031.0,1459.0
114276.0,"[170, 435, 642, 178]",1,0,106,0,"[[170, 435, 170, 613, 812, 613, 812, 435]]",cTDaR_t10105.jpg,1031.0,1459.0
40484.0,"[166, 1024, 698, 58]",1,0,106,0,"[[166, 1024, 166, 1082, 864, 1082, 864, 1024]]",cTDaR_t10105.jpg,1031.0,1459.0
256624.0,"[63, 77, 688, 373]",1,0,107,0,"[[63, 77, 63, 450, 751, 450, 751, 77]]",cTDaR_t10106.jpg,816.0,1056.0
249744.0,"[63, 470, 688, 363]",1,0,107,0,"[[63, 470, 63, 833, 751, 833, 751, 470]]",cTDaR_t10106.jpg,816.0,1056.0
150700.0,"[51, 400, 685, 220]",1,0,108,0,"[[51, 400, 51, 620, 736, 620, 736, 400]]",cTDaR_t10107.jpg,797.0,1124.0
151164.0,"[52, 636, 684, 221]",1,0,108,0,"[[52, 636, 52, 857, 736, 857, 736, 636]]",cTDaR_t10107.jpg,797.0,1124.0
467460.0,"[112, 100, 530, 882]",1,0,109,0,"[[112, 100, 112, 982, 642, 982, 642, 100]]",cTDaR_t10108.jpg,794.0,1059.0
105952.0,"[63, 160, 688, 154]",1,0,110,0,"[[63, 160, 63, 314, 751, 314, 751, 160]]",cTDaR_t10109.jpg,816.0,1056.0
65265.0,"[64, 376, 687, 95]",1,0,110,0,"[[64, 376, 64, 471, 751, 471, 751, 376]]",cTDaR_t10109.jpg,816.0,1056.0
78432.0,"[63, 534, 688, 114]",1,0,110,0,"[[63, 534, 63, 648, 751, 648, 751, 534]]",cTDaR_t10109.jpg,816.0,1056.0
514932.0,"[45, 190, 1034, 498]",1,0,111,0,"[[45, 190, 45, 688, 1079, 688, 1079, 190]]",cTDaR_t10110.jpg,1123.0,794.0
64940.0,"[87, 173, 340, 191]",1,0,112,0,"[[87, 173, 87, 364, 427, 364, 427, 173]]",cTDaR_t10111.jpg,794.0,1123.0
56727.0,"[88, 394, 297, 191]",1,0,112,0,"[[88, 394, 88, 585, 385, 585, 385, 394]]",cTDaR_t10111.jpg,794.0,1123.0
